0.0045851353,-0.05815388,-0.047826238,0.03326264,0.0062584835,-0.0041927164,0.016295591,0.0025334004,0
0.02571085,-0.024310017,0.12026531,0.0004547236,0.030997578,-0.015082558,0.005933857,0.02051368,0
0.030179199,-0.020954844,-0.004020652,0.0056641614,0.03463888,-0.009532453,0.0031218678,0.024938047,0
0.03586121,-0.042220023,-0.59020346,-0.002638727,0.047079466,-0.004087235,0.008493803,0.005855946,0
-0.0036824443,-0.053292416,1.0048941,-0.016167238,0.006017715,-0.02777246,0.0045520826,1.8992927e-05,0
0.037276775,-0.0025735493,0.49657413,0.021879066,0.07696022,-0.0007466106,0.017864423,0.03672052,0
-0.020344103,-0.08922265,0.55201375,-0.021319505,-0.02209821,-0.02789361,0.008393658,-0.035111655,0
0.041006822,-0.0062237517,0.4110822,-0.0077215545,0.1245033,0.019997913,-0.0055139847,0.0014727823,0
0.025606217,-0.04345674,-0.018379094,-0.013020136,0.017742112,-0.018150862,0.010390685,0.007993316,0
0.00021897722,-0.008321728,-0.009436746,0.04316249,0.0414534,0.012794702,0.011151255,0.053430833,0
0.0022651455,-0.029620092,0.2099626,-0.0038383077,-0.05790957,-0.062020138,-0.0063505815,-0.039195184,0
-0.0014074198,-0.057238344,0.14805758,0.013901995,-0.022496913,-0.01596209,0.007896026,0.014895923,0
0.009905161,-0.026354106,0.48264834,0.019848622,0.032942027,-0.007278611,0.012769967,0.019932518,0
-0.006272558,-0.042140786,0.008985631,0.02682542,0.012945427,0.005810174,0.0016153251,0.03396894,0
0.033552904,-0.045518316,-0.32497188,-0.0047124745,0.05590922,0.024940405,0.0036163277,0.011452194,0
0.03620392,-0.021742536,-0.44234797,-0.0007699565,0.0070357136,-0.04339336,-0.00022543012,0.011807306,0
0.0020564054,-0.058916196,-0.19756487,-0.0008800095,-0.035446186,-0.015869047,0.0068342173,0.008351697,0
0.008534955,-0.061660208,-0.44123524,0.017508991,-0.012540878,-0.006623744,0.005697592,0.019306483,0
0.0045444076,-0.05434591,-0.8395775,0.019642025,-0.04523589,-0.011235856,0.0046426225,0.0103505775,0
0.021600569,-0.058313172,-0.8520126,0.011020839,0.00918382,0.0061247107,0.020782748,0.02359538,0
0.0069326074,-0.045513477,-0.17238408,0.0062770196,-0.0074494975,-0.010980581,5.9125014e-05,0.011018487,0
0.03931235,-0.0026563858,0.42987832,-0.0035263123,0.06461202,-0.022380702,0.007578604,-0.016786896,0
0.037856925,-0.030749507,-0.5769579,-0.007964662,0.04938631,-0.011584069,0.00036679348,-0.034477543,0
-0.010506995,-0.052855425,-0.047571033,-0.0017727786,-0.0176818,-0.026723668,-0.008368164,-0.0070341825,0
-0.10384196,-0.010591393,0.8344689,0.07762467,-0.18272369,-0.030675918,-0.017444894,0.04836742,0
0.038592365,-0.011800682,0.20853314,0.010918971,0.08652416,0.0055349646,0.008751943,0.032998793,0
-0.007283072,-0.06657608,0.1389777,0.016844988,-0.023087747,-0.024214014,-0.004528204,0.007739662,0
0.008630972,-0.045482513,-0.85215056,0.016047653,-0.011280109,-0.015321708,-0.0031488955,0.020362604,0
